filename,juliandate,loc,low_freq,high_freq,start,end,species,species_eng,species_ger
2459666.654077_Tautenburg___5980-8336kHz___10-11.3s___re,2459666.654077,Tautenburg,5980.0,8336,10,11.3,re,Redwing/Rotdrossel,
2459666.664360_Tautenburg___5497-8517kHz___10-11.2s___re,2459666.66436,Tautenburg,5497.0,8517,10,11.2,re,Redwing/Rotdrossel,
2459666.668118_Tautenburg___5759-9484kHz___10-11.2s___st,2459666.668118,Tautenburg,5759.0,9484,10,11.2,st,Song Thrush/Singdrossel,
2459667.284794_Tautenburg___5859-10409kHz___10-11.2s___st,2459667.284794,Tautenburg,5859.0,10409,10,11.2,st,Song Thrush/Singdrossel,
2459667.403170_Tautenburg___5638-8719kHz___10-11.5s___re,2459667.40317,Tautenburg,5638.0,8719,10,11.5,re,Redwing/Rotdrossel,
2459667.470462_Tautenburg___5598-8195kHz___10-11.4s___re,2459667.470462,Tautenburg,5598.0,8195,10,11.4,re,Redwing/Rotdrossel,
2459667.531100_Tautenburg___5396-8215kHz___10-11.3s___re,2459667.5311,Tautenburg,5396.0,8215,10,11.3,re,Redwing/Rotdrossel,
2459667.621311_Tautenburg___6181-10309kHz___10-10.9s___st,2459667.621311,Tautenburg,6181.0,10309,10,10.9,st,Song Thrush/Singdrossel,
2459667.662248_Tautenburg___5235-7208kHz___10-11.4s___re,2459667.662248,Tautenburg,5235.0,7208,10,11.4,re,Redwing/Rotdrossel,
2459667.664744_Tautenburg___6826-11034kHz___10-11.4s___st,2459667.664744,Tautenburg,6826.0,11034,10,11.4,st,Song Thrush/Singdrossel,
2459667.664805_Tautenburg___5960-9262kHz___10-11.8s___st,2459667.664805,Tautenburg,5960.0,9262,10,11.8,st,Song Thrush/Singdrossel,
2459668.394468_Tautenburg___5315-8617kHz___10-11.7s___re,2459668.394468,Tautenburg,5315.0,8617,10,11.7,re,Redwing/Rotdrossel,
2459668.512933_Tautenburg___5517-8980kHz___10-11.9s___re,2459668.512933,Tautenburg,5517.0,8980,10,11.9,re,Redwing/Rotdrossel,
2459668.519500_Tautenburg___5819-8879kHz___10-12s___re,2459668.5195,Tautenburg,5819.0,8879,10,12.0,re,Redwing/Rotdrossel,
2459668.525172_Tautenburg___6161-9745kHz___10-11.4s___st,2459668.525172,Tautenburg,6161.0,9745,10,11.4,st,Song Thrush/Singdrossel,
2459668.564179_Tautenburg___6182-8377kHz___10-11.2s___re,2459668.564179,Tautenburg,6182.0,8377,10,11.2,re,Redwing/Rotdrossel,
2459668.599970_Tautenburg___6584-9886kHz___10-11.3s___st,2459668.59997,Tautenburg,6584.0,9886,10,11.3,st,Song Thrush/Singdrossel,
2459668.611498_Tautenburg___6544-9906kHz___10-11.6s___st,2459668.611498,Tautenburg,6544.0,9906,10,11.6,st,Song Thrush/Singdrossel,
2459668.626568_Tautenburg___6423-9544kHz___10-11.2s___st,2459668.626568,Tautenburg,6423.0,9544,10,11.2,st,Song Thrush/Singdrossel,
2459668.629557_Tautenburg___6121-9383kHz___10-11.5s___st,2459668.629557,Tautenburg,6121.0,9383,10,11.5,st,Song Thrush/Singdrossel,
2459668.655698_Tautenburg___6685-10611kHz___10-11.4s___st,2459668.655698,Tautenburg,6685.0,10611,10,11.4,st,Song Thrush/Singdrossel,
2459668.665697_Tautenburg___6020-9020kHz___10-11.4s___st,2459668.665697,Tautenburg,6020.0,9020,10,11.4,st,Song Thrush/Singdrossel,
2459668.675396_Tautenburg___6181-9483kHz___10-11.7s___b.,2459668.675396,Tautenburg,6181.0,9483,10,11.7,b.,Blackbird/Amsel,
2459669.262206_Tautenburg___6262-10390kHz___10-11.4s___st,2459669.262206,Tautenburg,6262.0,10390,10,11.4,st,Song Thrush/Singdrossel,
2459669.631197_Tautenburg___6282-10510kHz___10-11.1s___st,2459669.631197,Tautenburg,6282.0,10510,10,11.1,st,Song Thrush/Singdrossel,
2459671.428892_Tautenburg___5235-8275kHz___10-12s___re,2459671.428892,Tautenburg,5235.0,8275,10,12.0,re,Redwing/Rotdrossel,
2459671.681092_Tautenburg___5476-9060kHz___10-11.5s___re,2459671.681092,Tautenburg,5476.0,9060,10,11.5,re,Redwing/Rotdrossel,
2459671.681188_Tautenburg___5859-9503kHz___10-11.4s___re,2459671.681188,Tautenburg,5859.0,9503,10,11.4,re,Redwing/Rotdrossel,
2459671.684348_Tautenburg___6242-10188kHz___10-15.1s___st,2459671.684348,Tautenburg,6242.0,10188,10,15.1,st,Song Thrush/Singdrossel,
2459671.684423_Tautenburg___5940-10047kHz___10-14.1s___st,2459671.684423,Tautenburg,5940.0,10047,10,14.1,st,Song Thrush/Singdrossel,
2459671.684666_Tautenburg___6221-8919kHz___10-11.1s___re,2459671.684666,Tautenburg,6221.0,8919,10,11.1,re,Redwing/Rotdrossel,
2459671.684676_Tautenburg___5436-9282kHz___10-11.1s___b.,2459671.684676,Tautenburg,5436.0,9282,10,11.1,b.,Blackbird/Amsel,
2459671.684736_Tautenburg___5216-8739kHz___10-11.4s___b.,2459671.684736,Tautenburg,5216.0,8739,10,11.4,b.,Blackbird/Amsel,
2459671.684781_Tautenburg___5194-8436kHz___10-11.1s___b.,2459671.684781,Tautenburg,5194.0,8436,10,11.1,b.,Blackbird/Amsel,
2459671.685435_Tautenburg___4671-8255kHz___10-70.7s___b.,2459671.685435,Tautenburg,4671.0,8255,10,70.7,b.,Blackbird/Amsel,
2459672.357288_Tautenburg___6161-10087kHz___10-11.2s___st,2459672.357288,Tautenburg,6161.0,10087,10,11.2,st,Song Thrush/Singdrossel,
2459672.655482_Tautenburg___6322-9684kHz___10-11.5s___st,2459672.655482,Tautenburg,6322.0,9684,10,11.5,st,Song Thrush/Singdrossel,
2459673.488608_Tautenburg___6262-11034kHz___10-10.9s___st,2459673.488608,Tautenburg,6262.0,11034,10,10.9,st,Song Thrush/Singdrossel,
2459673.556744_Tautenburg___5155-7974kHz___10-11.4s___re,2459673.556744,Tautenburg,5155.0,7974,10,11.4,re,Redwing/Rotdrossel,
2459674.339883_Tautenburg___5578-8195kHz___10-11.4s___re,2459674.339883,Tautenburg,5578.0,8195,10,11.4,re,Redwing/Rotdrossel,
2459674.339928_Tautenburg___5678-8678kHz___10-11.5s___re,2459674.339928,Tautenburg,5678.0,8678,10,11.5,re,Redwing/Rotdrossel,
2459674.476669_Tautenburg___5980-8698kHz___10-11.2s___re,2459674.476669,Tautenburg,5980.0,8698,10,11.2,re,Redwing/Rotdrossel,
2459675.552380_Tautenburg___5457-8558kHz___10-11.6s___re,2459675.55238,Tautenburg,5457.0,8558,10,11.6,re,Redwing/Rotdrossel,
2459675.558799_Tautenburg___5518-8437kHz___10-11.6s___re,2459675.558799,Tautenburg,5518.0,8437,10,11.6,re,Redwing/Rotdrossel,
2459675.574369_Tautenburg___5879-8517kHz___10-11.9s___re,2459675.574369,Tautenburg,5879.0,8517,10,11.9,re,Redwing/Rotdrossel,
2459675.580647_Tautenburg___6020-8356kHz___10-11.5s___re,2459675.580647,Tautenburg,6020.0,8356,10,11.5,re,Redwing/Rotdrossel,
2459675.592369_Tautenburg___5798-8436kHz___10-11.5s___re,2459675.592369,Tautenburg,5798.0,8436,10,11.5,re,Redwing/Rotdrossel,
2459675.622129_Tautenburg___5275-8315kHz___10-11.3s___re,2459675.622129,Tautenburg,5275.0,8315,10,11.3,re,Redwing/Rotdrossel,
2459678.317079_Tautenburg___182-4551kHz___10-15.1s___mh,2459678.317079,Tautenburg,182.0,4551,10,15.1,mh,Moorhen/Teichhuhn,
2459678.651316_Tautenburg___5316-10027kHz___10-13.6s___re,2459678.651316,Tautenburg,5316.0,10027,10,13.6,re,Redwing/Rotdrossel,
2459679.525554_Tautenburg___5537-8879kHz___10-11.7s___re,2459679.525554,Tautenburg,5537.0,8879,10,11.7,re,Redwing/Rotdrossel,
2459679.628772_Tautenburg___5718-8698kHz___10-11.4s___re,2459679.628772,Tautenburg,5718.0,8698,10,11.4,re,Redwing/Rotdrossel,
2459680.358682_Tautenburg___5900-8517kHz___10-11.4s___re,2459680.358682,Tautenburg,5900.0,8517,10,11.4,re,Redwing/Rotdrossel,
2459680.359417_Tautenburg___6403-9826kHz___10-11.2s___st,2459680.359417,Tautenburg,6403.0,9826,10,11.2,st,Song Thrush/Singdrossel,
2459680.426497_Tautenburg___6464-9323kHz___10-11s___st,2459680.426497,Tautenburg,6464.0,9323,10,11.0,st,Song Thrush/Singdrossel,
2459680.471677_Tautenburg___6383-11235kHz___10-11.4s___st,2459680.471677,Tautenburg,6383.0,11235,10,11.4,st,Song Thrush/Singdrossel,
2459680.531457_Tautenburg___463-4289kHz___10-20.6s___mh,2459680.531457,Tautenburg,463.0,4289,10,20.6,mh,Moorhen/Teichhuhn,
2459680.532794_Tautenburg___4812-8738kHz___10-11.8s___re,2459680.532794,Tautenburg,4812.0,8738,10,11.8,re,Redwing/Rotdrossel,
2459680.532858_Tautenburg___5195-8517kHz___10-11.5s___re,2459680.532858,Tautenburg,5195.0,8517,10,11.5,re,Redwing/Rotdrossel,
2459680.591028_Tautenburg___5678-8618kHz___10-11.6s___re,2459680.591028,Tautenburg,5678.0,8618,10,11.6,re,Redwing/Rotdrossel,
2459680.592993_Tautenburg___5296-8497kHz___10-11.4s___re,2459680.592993,Tautenburg,5296.0,8497,10,11.4,re,Redwing/Rotdrossel,
2459680.610907_Tautenburg___5437-8618kHz___10-11.3s___re,2459680.610907,Tautenburg,5437.0,8618,10,11.3,re,Redwing/Rotdrossel,
2459680.623366_Tautenburg___4792-7933kHz___10-11.8s___re,2459680.623366,Tautenburg,4792.0,7933,10,11.8,re,Redwing/Rotdrossel,
2459680.628614_Tautenburg___5416-8195kHz___10-11.4s___re,2459680.628614,Tautenburg,5416.0,8195,10,11.4,re,Redwing/Rotdrossel,
2459680.630976_Tautenburg___6201-10691kHz___10-11.6s___st,2459680.630976,Tautenburg,6201.0,10691,10,11.6,st,Song Thrush/Singdrossel,
2459681.460411_Tautenburg___6362-10550kHz___10-11.9s___st,2459681.460411,Tautenburg,6362.0,10550,10,11.9,st,Song Thrush/Singdrossel,
2459681.523238_Tautenburg___4812-7872kHz___10-11.1s___re,2459681.523238,Tautenburg,4812.0,7872,10,11.1,re,Redwing/Rotdrossel,
2459681.529456_Tautenburg___6020-8778kHz___10-11.7s___re,2459681.529456,Tautenburg,6020.0,8778,10,11.7,re,Redwing/Rotdrossel,
2459681.577181_Tautenburg___5920-8960kHz___10-11.6s___re,2459681.577181,Tautenburg,5920.0,8960,10,11.6,re,Redwing/Rotdrossel,
2459681.639846_Tautenburg___5759-8578kHz___10-11.4s___re,2459681.639846,Tautenburg,5759.0,8578,10,11.4,re,Redwing/Rotdrossel,
2459681.642672_Tautenburg___6181-10671kHz___10-11.2s___st,2459681.642672,Tautenburg,6181.0,10671,10,11.2,st,Song Thrush/Singdrossel,
2459682.414593_Tautenburg___303-4692kHz___10-12.6s___co,2459682.414593,Tautenburg,303.0,4692,10,12.6,co,Coot/Blaesshuhn,
2459682.631026_Tautenburg___6161-8597kHz___10-11.3s___re,2459682.631026,Tautenburg,6161.0,8597,10,11.3,re,Redwing/Rotdrossel,
2459683.487613_Tautenburg___6221-9785kHz___10-11.6s___st,2459683.487613,Tautenburg,6221.0,9785,10,11.6,st,Song Thrush/Singdrossel,
2459683.578085_Tautenburg___5779-9564kHz___10-11.9s___r.,2459683.578085,Tautenburg,5779.0,9564,10,11.9,r.,Robin/Rotkehlchen,
2459683.623953_Tautenburg___5195-9967kHz___10-12.2s___st,2459683.623953,Tautenburg,5195.0,9967,10,12.2,st,Song Thrush/Singdrossel,
2459684.334058_Tautenburg___6523-8597kHz___10-11.4s___re,2459684.334058,Tautenburg,6523.0,8597,10,11.4,re,Redwing/Rotdrossel,
2459684.336856_Tautenburg___5879-9483kHz___10-17.6s___st,2459684.336856,Tautenburg,5879.0,9483,10,17.6,st,Song Thrush/Singdrossel,
2459684.410214_Tautenburg___5638-7853kHz___10-11.4s___re,2459684.410214,Tautenburg,5638.0,7853,10,11.4,re,Redwing/Rotdrossel,
2459684.414638_Tautenburg___6262-9584kHz___10-11.1s___st,2459684.414638,Tautenburg,6262.0,9584,10,11.1,st,Song Thrush/Singdrossel,
2459684.426099_Tautenburg___483-3825kHz___10-52.2s___h.,2459684.426099,Tautenburg,483.0,3825,10,52.2,h.,Grey Heron/Graureiher,
2459684.449271_Tautenburg___5034-7893kHz___10-11.3s___re,2459684.449271,Tautenburg,5034.0,7893,10,11.3,re,Redwing/Rotdrossel,
2459684.452672_Tautenburg___6302-9987kHz___10-10.9s___st,2459684.452672,Tautenburg,6302.0,9987,10,10.9,st,Song Thrush/Singdrossel,
2459684.487954_Tautenburg___5658-8920kHz___10-11.6s___r.,2459684.487954,Tautenburg,5658.0,8920,10,11.6,r.,Robin/Rotkehlchen,
2459684.509862_Tautenburg___6000-9362kHz___10-10.9s___st,2459684.509862,Tautenburg,6000.0,9362,10,10.9,st,Song Thrush/Singdrossel,
2459684.520424_Tautenburg___5396-8376kHz___10-11.7s___re,2459684.520424,Tautenburg,5396.0,8376,10,11.7,re,Redwing/Rotdrossel,
2459684.523563_Tautenburg___5437-9182kHz___10-11.5s___st,2459684.523563,Tautenburg,5437.0,9182,10,11.5,st,Song Thrush/Singdrossel,
2459684.525235_Tautenburg___5698-8658kHz___10-11.6s___re,2459684.525235,Tautenburg,5698.0,8658,10,11.6,re,Redwing/Rotdrossel,
2459684.527962_Tautenburg___4953-7973kHz___10-11.1s___re,2459684.527962,Tautenburg,4953.0,7973,10,11.1,re,Redwing/Rotdrossel,
2459684.528853_Tautenburg___5496-8738kHz___10-11.4s___re,2459684.528853,Tautenburg,5496.0,8738,10,11.4,re,Redwing/Rotdrossel,
2459684.532464_Tautenburg___5175-8517kHz___10-11.5s___r.,2459684.532464,Tautenburg,5175.0,8517,10,11.5,r.,Robin/Rotkehlchen,
2459684.548859_Tautenburg___5557-8919kHz___10-11.2s___st,2459684.548859,Tautenburg,5557.0,8919,10,11.2,st,Song Thrush/Singdrossel,
2459684.554787_Tautenburg___5578-8719kHz___10-11s___r.,2459684.554787,Tautenburg,5578.0,8719,10,11.0,r.,Robin/Rotkehlchen,
2459684.569310_Tautenburg___7067-10027kHz___10-11.3s___st,2459684.56931,Tautenburg,7067.0,10027,10,11.3,st,Song Thrush/Singdrossel,
2459684.569328_Tautenburg___6141-8839kHz___10-11.1s___r.,2459684.569328,Tautenburg,6141.0,8839,10,11.1,r.,Robin/Rotkehlchen,
2459684.569350_Tautenburg___6725-9604kHz___10-11.3s___st,2459684.56935,Tautenburg,6725.0,9604,10,11.3,st,Song Thrush/Singdrossel,
2459684.597625_Tautenburg___6363-9584kHz___10-14.6s___r.,2459684.597625,Tautenburg,6363.0,9584,10,14.6,r.,Robin/Rotkehlchen,
2459684.597783_Tautenburg___6644-9926kHz___10-11.5s___st,2459684.597783,Tautenburg,6644.0,9926,10,11.5,st,Song Thrush/Singdrossel,
2459684.603129_Tautenburg___6443-9846kHz___10-11.2s___st,2459684.603129,Tautenburg,6443.0,9846,10,11.2,st,Song Thrush/Singdrossel,
2459684.610167_Tautenburg___5174-8114kHz___10-11.5s___re,2459684.610167,Tautenburg,5174.0,8114,10,11.5,re,Redwing/Rotdrossel,
2459684.630340_Tautenburg___5960-8296kHz___10-11.2s___re,2459684.63034,Tautenburg,5960.0,8296,10,11.2,re,Redwing/Rotdrossel,
2459684.634115_Tautenburg___6080-9040kHz___10-11.2s___r.,2459684.634115,Tautenburg,6080.0,9040,10,11.2,r.,Robin/Rotkehlchen,
2459686.396663_Tautenburg___826-6343kHz___10-12s___mh,2459686.396663,Tautenburg,826.0,6343,10,12.0,mh,Moorhen/Teichhuhn,
2459686.400040_Tautenburg___5960-10551kHz___10-11.1s___st,2459686.40004,Tautenburg,5960.0,10551,10,11.1,st,Song Thrush/Singdrossel,
2459686.413157_Tautenburg___5960-10772kHz___10-12.4s___st,2459686.413157,Tautenburg,5960.0,10772,10,12.4,st,Song Thrush/Singdrossel,
2459686.432803_Tautenburg___6544-10168kHz___10-11.3s___st,2459686.432803,Tautenburg,6544.0,10168,10,11.3,st,Song Thrush/Singdrossel,
2459686.434100_Tautenburg___5235-8356kHz___10-11.6s___re,2459686.4341,Tautenburg,5235.0,8356,10,11.6,re,Redwing/Rotdrossel,
2459686.462165_Tautenburg___1027-5638kHz___10-14.6s___mh,2459686.462165,Tautenburg,1027.0,5638,10,14.6,mh,Moorhen/Teichhuhn,
2459686.484364_Tautenburg___6222-8537kHz___10-11.4s___re,2459686.484364,Tautenburg,6222.0,8537,10,11.4,re,Redwing/Rotdrossel,
2459686.527625_Tautenburg___6585-9806kHz___10-16.1s___st,2459686.527625,Tautenburg,6585.0,9806,10,16.1,st,Song Thrush/Singdrossel,
2459686.540380_Tautenburg___6342-10772kHz___10-11.5s___st,2459686.54038,Tautenburg,6342.0,10772,10,11.5,st,Song Thrush/Singdrossel,
2459686.561749_Tautenburg___7209-10350kHz___10-11.1s___st,2459686.561749,Tautenburg,7209.0,10350,10,11.1,st,Song Thrush/Singdrossel,
2459686.588393_Tautenburg___6141-11275kHz___10-11.6s___st,2459686.588393,Tautenburg,6141.0,11275,10,11.6,st,Song Thrush/Singdrossel,
2459686.588408_Tautenburg___6564-10712kHz___10-15s___st,2459686.588408,Tautenburg,6564.0,10712,10,15.0,st,Song Thrush/Singdrossel,
2459687.589148_Tautenburg___6182-9343kHz___10-11.1s___st,2459687.589148,Tautenburg,6182.0,9343,10,11.1,st,Song Thrush/Singdrossel,
2459687.608894_Tautenburg___6061-9403kHz___10-11.3s___st,2459687.608894,Tautenburg,6061.0,9403,10,11.3,st,Song Thrush/Singdrossel,
2459688.466645_Tautenburg___6101-8356kHz___10-10.9s___re,2459688.466645,Tautenburg,6101.0,8356,10,10.9,re,Redwing/Rotdrossel,
2459689.514136_Tautenburg___5880-10773kHz___10-11.5s___st,2459689.514136,Tautenburg,5880.0,10773,10,11.5,st,Song Thrush/Singdrossel,
2459689.569144_Tautenburg___5235-8497kHz___10-11.1s___re,2459689.569144,Tautenburg,5235.0,8497,10,11.1,re,Redwing/Rotdrossel,
2459689.628007_Tautenburg___5920-9303kHz___10-11.1s___st,2459689.628007,Tautenburg,5920.0,9303,10,11.1,st,Song Thrush/Singdrossel,
2459689.631463_Tautenburg___5557-9201kHz___10-11.5s___st,2459689.631463,Tautenburg,5557.0,9201,10,11.5,st,Song Thrush/Singdrossel,
2459689.632341_Tautenburg___5960-10692kHz___10-11.4s___st,2459689.632341,Tautenburg,5960.0,10692,10,11.4,st,Song Thrush/Singdrossel,
2459691.490984_Tautenburg___5718-10168kHz___10-11.3s___st,2459691.490984,Tautenburg,5718.0,10168,10,11.3,st,Song Thrush/Singdrossel,
2459691.505358_Tautenburg___5698-7732kHz___10-11.4s___re,2459691.505358,Tautenburg,5698.0,7732,10,11.4,re,Redwing/Rotdrossel,
2459691.510978_Tautenburg___5557-10429kHz___10-11.6s___st,2459691.510978,Tautenburg,5557.0,10429,10,11.6,st,Song Thrush/Singdrossel,
2459691.608180_Tautenburg___1168-9705kHz___10-12.3s___bf,2459691.60818,Tautenburg,1168.0,9705,10,12.3,bf,Bullfinch/Gimpel,
2459692.621801_Tautenburg___6343-10752kHz___10-11.6s___st,2459692.621801,Tautenburg,6343.0,10752,10,11.6,st,Song Thrush/Singdrossel,
2459692.622069_Tautenburg___5920-10269kHz___10-11.3s___st,2459692.622069,Tautenburg,5920.0,10269,10,11.3,st,Song Thrush/Singdrossel,
2459692.629010_Tautenburg___6644-9604kHz___10-11.2s___st,2459692.62901,Tautenburg,6644.0,9604,10,11.2,st,Song Thrush/Singdrossel,
2459695.357274_Tautenburg___6443-10752kHz___10-15.1s___st,2459695.357274,Tautenburg,6443.0,10752,10,15.1,st,Song Thrush/Singdrossel,
2459695.357507_Tautenburg___6000-10430kHz___10-16s___st,2459695.357507,Tautenburg,6000.0,10430,10,16.0,st,Song Thrush/Singdrossel,
2459695.453699_Tautenburg___685-5819kHz___10-14.1s___co,2459695.453699,Tautenburg,685.0,5819,10,14.1,co,Coot/Blaesshuhn,
2459695.458381_Tautenburg___5577-10127kHz___10-12s___st,2459695.458381,Tautenburg,5577.0,10127,10,12.0,st,Song Thrush/Singdrossel,
2459695.622779_Tautenburg___5175-9725kHz___10-11.7s___st,2459695.622779,Tautenburg,5175.0,9725,10,11.7,st,Song Thrush/Singdrossel,
2459698.388261_Tautenburg___785-9765kHz___10-71s___co,2459698.388261,Tautenburg,785.0,9765,10,71.0,co,Coot/Blaesshuhn,
2459699.317797_Tautenburg___584-6000kHz___10-28.9s___co,2459699.317797,Tautenburg,584.0,6000,10,28.9,co,Coot/Blaesshuhn,
2459699.378575_Tautenburg___886-5497kHz___10-22.4s___co,2459699.378575,Tautenburg,886.0,5497,10,22.4,co,Coot/Blaesshuhn,
2459700.403362_Tautenburg___726-7249kHz___10-21.8s___co,2459700.403362,Tautenburg,726.0,7249,10,21.8,co,Coot/Blaesshuhn,
2459701.508575_Tautenburg___5377-10692kHz___10-11.5s___st,2459701.508575,Tautenburg,5377.0,10692,10,11.5,st,Song Thrush/Singdrossel,
2459702.363448_Tautenburg___5598-10611kHz___10-11.3s___st,2459702.363448,Tautenburg,5598.0,10611,10,11.3,st,Song Thrush/Singdrossel,
2459702.619965_Tautenburg___6262-10470kHz___10-11.2s___st,2459702.619965,Tautenburg,6262.0,10470,10,11.2,st,Song Thrush/Singdrossel,
2459703.618935_Tautenburg___6423-10389kHz___10-11.6s___st,2459703.618935,Tautenburg,6423.0,10389,10,11.6,st,Song Thrush/Singdrossel,
2459704.324400_Tautenburg___1108-9866kHz___10-13.2s___bo,2459704.3244,Tautenburg,1108.0,9866,10,13.2,bo,Barn Owl/Schleiereule,
2459704.492294_Tautenburg___2658-8980kHz___10-15.5s___mh,2459704.492294,Tautenburg,2658.0,8980,10,15.5,mh,Moorhen/Teichhuhn,
2459705.305615_Tautenburg___4410-9987kHz___10-14.3s___gl,2459705.305615,Tautenburg,4410.0,9987,10,14.3,gl,Grey Wagtail/Gebirgsstelze,
2459705.311912_Tautenburg___665-11598kHz___10-15.7s___bo,2459705.311912,Tautenburg,665.0,11598,10,15.7,bo,Barn Owl/Schleiereule,
2459705.312217_Tautenburg___1571-6766kHz___10-14.4s___ma,2459705.312217,Tautenburg,1571.0,6766,10,14.4,ma,Mallard/Stockente,
2459812.652400_Tautenburg___4913-9524kHz___10-11.5s___b.,2459812.6524,Tautenburg,4913.0,9524,10,11.5,b.,Blackbird/Amsel,
2459813.278766_Tautenburg___6303-10390kHz___10-11.3s___st,2459813.278766,Tautenburg,6303.0,10390,10,11.3,st,Song Thrush/Singdrossel,
2459813.279930_Tautenburg___5134-8456kHz___10-63.3s___b.,2459813.27993,Tautenburg,5134.0,8456,10,63.3,b.,Blackbird/Amsel,
2459813.459877_Tautenburg___6362-10530kHz___10-11.2s___st,2459813.459877,Tautenburg,6362.0,10530,10,11.2,st,Song Thrush/Singdrossel,
2459815.335147_Tautenburg___303-5598kHz___10-60.8s___h.,2459815.335147,Tautenburg,303.0,5598,10,60.8,h.,Grey Heron/Graureiher,
2459817.406207_Tautenburg___564-4812kHz___10-11.7s___h.,2459817.406207,Tautenburg,564.0,4812,10,11.7,h.,Grey Heron/Graureiher,
2459820.325332_Tautenburg___886-5477kHz___10-12.9s___h.,2459820.325332,Tautenburg,886.0,5477,10,12.9,h.,Grey Heron/Graureiher,
2459820.369494_Tautenburg___4289-8316kHz___10-13.3s___r.,2459820.369494,Tautenburg,4289.0,8316,10,13.3,r.,Robin/Rotkehlchen,
2459820.434084_Tautenburg___5940-9906kHz___10-11.7s___st,2459820.434084,Tautenburg,5940.0,9906,10,11.7,st,Song Thrush/Singdrossel,
2459822.497426_Tautenburg___564-6544kHz___10-40.1s___h.,2459822.497426,Tautenburg,564.0,6544,10,40.1,h.,Grey Heron/Graureiher,
2459822.497431_Tautenburg___786-7289kHz___10-31s___h.,2459822.497431,Tautenburg,786.0,7289,10,31.0,h.,Grey Heron/Graureiher,
2459826.447414_Tautenburg___906-3342kHz___10-34.4s___na,2459826.447414,Tautenburg,906.0,3342,10,34.4,na,night heron/Nachtreiher,
2459828.655828_Tautenburg___6222-10833kHz___10-19s___st,2459828.655828,Tautenburg,6222.0,10833,10,19.0,st,Song Thrush/Singdrossel,
2459828.665978_Tautenburg___5235-10611kHz___10-14.2s___st,2459828.665978,Tautenburg,5235.0,10611,10,14.2,st,Song Thrush/Singdrossel,
2459832.484541_Tautenburg___5980-9765kHz___10-11.3s___st,2459832.484541,Tautenburg,5980.0,9765,10,11.3,st,Song Thrush/Singdrossel,
2459832.654260_Tautenburg___5537-10007kHz___10-10.6s___st,2459832.65426,Tautenburg,5537.0,10007,10,10.6,st,Song Thrush/Singdrossel,
2459833.399011_Tautenburg___564-4651kHz___10-126s___h.,2459833.399011,Tautenburg,564.0,4651,10,126.0,h.,Grey Heron/Graureiher,
2459833.418859_Tautenburg___6403-9504kHz___10-10.8s___st,2459833.418859,Tautenburg,6403.0,9504,10,10.8,st,Song Thrush/Singdrossel,
2459833.418992_Tautenburg___5577-10067kHz___10-11.1s___st,2459833.418992,Tautenburg,5577.0,10067,10,11.1,st,Song Thrush/Singdrossel,
2459833.540542_Tautenburg___302-4228kHz___10-47.1s___h.,2459833.540542,Tautenburg,302.0,4228,10,47.1,h.,Grey Heron/Graureiher,
2459833.647066_Tautenburg___4209-7712kHz___10-31.6s___tp,2459833.647066,Tautenburg,4209.0,7712,10,31.6,tp,Tree Pipit/Baumpieper,
2459834.263800_Tautenburg___543-5879kHz___10-88.1s___h.,2459834.2638,Tautenburg,543.0,5879,10,88.1,h.,Grey Heron/Graureiher,
2459834.287679_Tautenburg___665-5256kHz___10-89s___h.,2459834.287679,Tautenburg,665.0,5256,10,89.0,h.,Grey Heron/Graureiher,
